timestamp,price,tradable,min_amount,max_amount,advertiser_id,advertiser_name,orders,finish_rate,positive_feedback
2024-08-16T20:49-04:00,7.1,53.8,60.0,130000.0,sef54ddb72adc3502b6c6cb41498a3fa0,CRIPTOSEGUROBOB,810,0.92,0.97
2024-08-16T21:58-04:00,7.1,133.01,1000.0,200000.0,sc1699bbbc6cd3dc28e248c5cb3d84602,ALTAIR10k,2136,0.93,0.97
2024-08-16T22:34-04:00,7.1,23.11,55.0,130000.0,s0cf64d37238834678c6f538c60ed84a5,,12,0.75,1.0
2024-08-16T23:11-04:00,7.1,38052.74,70.0,100.0,s2bd5f8efc3063182bce4f2ddcd59fefa,EXCHANGESUDAMERICA,1326,0.94,0.97
2024-08-16T23:34-04:00,7.1,452.67,2000.0,5307.0,s9e64e4ab23fd3655b0f6ba3c8c46775c,Alexiscoin,29,0.94,1.0
2024-08-17T00:13-04:00,7.1,2238.52,5000.0,130000.0,s29ae8d5a234f3125b2fff5bcd2bd1e67,pauloxc,3,0.75,1.0
2024-08-17T00:37-04:00,7.1,299.4,3000.0,130000.0,s0f0873b2ea0734788d7989832b5d8109,,17,0.85,1.0
2024-08-17T01:11-04:00,7.1,99.8,350.0,800.0,sdbfcfd81a9d83a7c91166102cfd4e36a,BaquerosEnin,30,1.0,1.0
2024-08-17T01:34-04:00,7.1,199.6,500.0,13000.0,saa587ce154e2312ca7eff9416d0c0632,alpines,177,0.97,0.99
2024-08-17T02:14-04:00,7.1,249.5,500.0,13000.0,saa587ce154e2312ca7eff9416d0c0632,alpines,185,0.97,0.99
2024-08-17T02:37-04:00,7.1,13373.25,100000.0,130000.0,s0651c853fef534228cd8b786ef03a9f4,CAMBALECHERO,43,0.83,1.0
2024-08-17T03:09-04:00,7.1,13373.25,100000.0,130000.0,s0651c853fef534228cd8b786ef03a9f4,CAMBALECHERO,43,0.83,1.0
2024-08-17T03:35-04:00,7.1,405.41,200.0,99999.0,sf430a5381f08326ca625b9d3d9235259,billionstraders1,791,0.97,0.99
2024-08-17T04:13-04:00,7.1,316.46,200.0,99999.0,sf430a5381f08326ca625b9d3d9235259,billionstraders1,791,0.97,0.99
2024-08-17T04:35-04:00,7.1,405.41,200.0,99999.0,sf430a5381f08326ca625b9d3d9235259,billionstraders1,791,0.97,0.99
2024-08-17T05:10-04:00,7.1,71.73,200.0,130000.0,s3fc9c3f53b12370fb314661f5c01d6f7,Jpizo10K,58,0.95,1.0
2024-08-17T05:35-04:00,7.1,114.77,1287.0,1300.0,s7ff7564e238d3c869b73bcd6999eacce,Juanseruno,20,1.0,1.0
2024-08-17T06:11-04:00,7.1,290.88,62.0,262.0,s40bf70f5760f3dc6b0e7f3dbb6dc039c,jesus_crypto,56,1.0,0.95
2024-08-17T06:36-04:00,7.1,2144.95,20000.0,200000.0,s4bf366122da23437aa6b89eae138a39e,santamder_21,347,0.87,0.94
2024-08-17T07:09-04:00,7.1,99.8,55.0,56.0,sd8379d8846643a26a29c99670d48a35a,Davico,46,0.84,1.0
2024-08-17T07:33-04:00,7.1,99.8,55.0,56.0,sd8379d8846643a26a29c99670d48a35a,Davico,46,0.84,1.0
